Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
1,1.0,Mobile Phone,1.0,21.0,UPI,Male,3.0,5.0,Mobile Phone,4.0,Married,3.0,1.0,25.0,2.0,2.0,3.0,162.0
0,5.0,Computer,1.0,7.0,Debit Card,Female,4.0,4.0,Laptop & Accessory,5.0,Married,3.0,0.0,13.0,2.0,2.0,4.0,166.0
0,1.0,Computer,1.0,12.0,Debit Card,Male,4.0,4.0,Mobile Phone,1.0,Single,3.0,0.0,16.0,1.0,2.0,1.0,136.0
0,28.0,Mobile Phone,1.0,24.0,COD,Female,3.0,4.0,Fashion,3.0,Married,10.0,0.0,12.0,1.0,2.0,9.0,163.0
0,9.0,Mobile Phone,1.0,32.0,CC,Female,3.0,4.0,Fashion,3.0,Married,3.0,1.0,12.0,1.0,2.0,4.543490512868683,163.0
0,4.0,Mobile Phone,1.0,15.0,Debit Card,Female,4.0,2.0,Fashion,5.0,Married,2.0,1.0,13.0,1.0,2.0,8.0,163.0
1,1.0,Mobile Phone,1.0,18.0,CC,Female,4.0,5.0,Mobile Phone,5.0,Single,3.0,1.0,16.0,2.0,2.0,1.0,151.0
1,1.0,Computer,1.0,12.0,CC,Female,3.0,4.0,Mobile Phone,4.0,Single,2.0,0.0,18.0,1.0,2.0,3.0,149.0
0,1.0,Mobile Phone,1.0,9.0,CC,Male,3.0,2.0,Laptop & Accessory,1.0,Married,3.0,0.0,13.0,2.0,2.0,4.0,180.0
0,1.0,Mobile Phone,1.0,15.0,Debit Card,Male,4.0,4.0,Mobile Phone,5.0,Married,3.0,0.0,16.0,1.0,2.0,2.0,150.0
0,22.0,Mobile Phone,1.0,13.0,Debit Card,Male,4.0,5.0,Laptop & Accessory,3.0,Single,4.0,0.0,14.0,1.0,3.0,3.0,167.0
0,22.0,Mobile Phone,1.0,11.0,Debit Card,Male,4.0,5.0,Fashion,3.0,Single,9.0,0.0,15.0,2.0,2.0,9.0,163.0
0,15.0,Mobile Phone,1.0,14.0,CC,Female,3.0,4.0,Laptop & Accessory,3.0,Single,8.0,0.0,15.0,3.0,3.0,2.0,175.0
0,13.0,Mobile Phone,1.0,7.0,Debit Card,Female,4.0,5.0,Grocery,1.0,Married,3.0,0.0,17.0,1.0,2.0,9.0,163.0
0,1.0,Mobile Phone,1.0,9.0,Debit Card,Female,3.0,4.0,Laptop & Accessory,1.0,Married,2.0,0.0,19.0,3.0,3.0,3.0,167.0
0,9.0,Mobile Phone,1.0,17.0,UPI,Male,3.0,4.0,Mobile Phone,1.0,Married,3.0,0.0,21.0,1.0,2.0,3.0,164.0
0,1.0,Mobile Phone,3.0,12.0,E wallet,Male,3.0,4.0,Others,3.0,Married,8.0,0.0,15.707921714818266,1.0,2.0,1.0,163.0
0,24.0,Mobile Phone,1.0,16.0,Debit Card,Male,4.0,4.0,Mobile Phone,1.0,Married,6.0,0.0,19.0,2.0,2.0,1.0,149.0
0,31.0,Mobile Phone,1.0,9.0,Debit Card,Female,4.0,5.0,Grocery,1.0,Single,5.0,1.0,14.0,1.0,2.0,4.0,163.0
1,1.0,Mobile Phone,1.0,18.0,CC,Female,4.0,4.0,Laptop & Accessory,4.0,Married,7.0,0.0,16.0,2.0,2.0,1.0,173.0
0,29.0,Computer,1.0,25.0,CC,Male,4.0,4.0,Laptop & Accessory,4.0,Married,5.0,1.0,15.0,3.0,2.0,8.0,189.0
0,15.0,Computer,1.0,14.0,Debit Card,Female,3.0,4.0,Others,3.0,Married,3.0,0.0,23.0,1.0,2.0,11.0,163.0
0,12.0,Mobile Phone,3.0,10.0,Debit Card,Male,3.0,4.0,Laptop & Accessory,1.0,Single,10.0,1.0,13.0,2.0,2.0,1.0,194.0
1,1.0,Computer,3.0,36.0,CC,Male,4.0,4.0,Laptop & Accessory,5.0,Single,10.0,0.0,19.0,2.0,3.0,3.0,175.0
1,16.0,Mobile Phone,3.0,9.0,E wallet,Female,3.0,4.0,Others,1.0,Married,3.0,0.0,16.0,1.0,2.0,10.0,163.0
0,18.0,Mobile Phone,3.0,35.0,CC,Female,3.0,2.0,Grocery,1.0,Married,5.0,1.0,19.0,1.0,2.0,12.0,163.0
0,24.0,Computer,3.0,7.0,Debit Card,Female,4.0,4.0,Laptop & Accessory,3.0,Married,2.0,0.0,13.0,1.0,2.0,14.0,188.0
1,1.0,Mobile Phone,1.0,23.0,Debit Card,Female,3.0,2.0,Mobile Phone,5.0,Single,3.0,0.0,17.0,1.0,2.0,4.0,152.0
0,13.0,Computer,1.0,29.0,CC,Female,3.0,4.0,Fashion,5.0,Single,3.0,1.0,14.0,2.0,2.0,9.0,163.0
0,7.0,Computer,3.0,15.0,Debit Card,Female,3.0,5.0,Mobile Phone,1.0,Single,2.0,0.0,20.0,1.0,3.0,3.0,148.0
0,19.0,Mobile Phone,3.0,18.0,Debit Card,Female,3.0,4.0,Grocery,1.0,Married,5.0,0.0,15.707921714818266,1.0,2.0,2.0,163.0
0,6.0,Computer,1.0,36.0,CC,Female,4.0,4.0,Mobile Phone,3.0,Single,11.0,0.0,13.0,1.0,2.0,8.0,165.0
0,8.0,Mobile Phone,3.0,7.0,E wallet,Male,4.0,2.0,Laptop & Accessory,1.0,Married,2.0,0.0,12.0,1.0,2.0,4.543490512868683,163.0
0,31.0,Mobile Phone,3.0,7.0,COD,Male,4.0,4.0,Fashion,1.0,Married,5.0,1.0,15.0,2.0,2.0,5.0,163.0
0,19.0,Mobile Phone,2.0,31.0,CC,Male,3.0,4.0,Mobile Phone,4.0,Single,3.0,0.0,17.0,1.0,2.0,5.0,147.0
0,27.0,Computer,3.0,9.0,E wallet,Female,3.0,5.0,Fashion,4.0,Married,4.0,0.0,13.0,1.0,2.0,13.0,200.0
1,1.0,Mobile Phone,1.0,22.0,UPI,Male,3.0,4.0,Laptop & Accessory,3.0,Married,9.0,0.0,15.0,1.0,2.0,1.0,173.0
1,1.0,Computer,1.0,9.0,Debit Card,Male,3.0,4.0,Mobile Phone,5.0,Married,8.0,1.0,15.0,1.0,2.0,3.0,145.0
0,8.0,Mobile Phone,3.0,17.0,Debit Card,Female,3.0,4.0,Mobile Phone,3.0,Married,3.0,1.0,20.0,1.0,2.0,1.0,147.0
0,2.0,Mobile Phone,3.0,17.0,CC,Male,4.0,4.0,Mobile Phone,4.0,Married,3.0,0.0,23.0,1.0,2.0,1.0,136.0
0,12.0,Computer,1.0,10.0,UPI,Male,3.0,4.0,Mobile Phone,3.0,Married,5.0,0.0,17.0,3.0,3.0,3.0,153.0
0,24.0,Mobile Phone,1.0,9.0,CC,Male,4.0,4.0,Others,3.0,Married,4.0,1.0,15.707921714818266,1.0,2.0,8.0,163.0
0,11.0,Mobile Phone,1.0,10.0,UPI,Female,3.0,4.0,Laptop & Accessory,4.0,Single,5.0,0.0,16.0,2.0,2.0,2.0,166.0
0,14.0,Mobile Phone,3.0,33.0,E wallet,Male,4.0,4.0,Laptop & Accessory,5.0,Married,3.0,0.0,15.0,1.0,2.0,6.0,208.5
0,1.0,Computer,1.0,7.0,CC,Female,4.0,5.0,Mobile Phone,3.0,Married,3.0,0.0,14.0,1.0,2.0,4.0,145.0
0,20.0,Mobile Phone,1.0,7.0,CC,Male,3.0,4.0,Others,1.0,Married,11.0,0.0,15.707921714818266,2.0,3.0,3.0,163.0
0,28.0,Mobile Phone,3.0,9.0,Debit Card,Female,3.0,5.0,Fashion,3.0,Married,8.0,0.0,12.0,1.0,2.0,1.0,163.0
0,30.0,Computer,1.0,16.0,CC,Female,4.0,4.0,Mobile Phone,3.0,Married,4.0,0.0,20.0,2.0,2.0,4.0,154.0
0,10.0,Mobile Phone,1.0,19.0,CC,Female,3.0,5.0,Fashion,1.0,Single,2.0,0.0,12.0,1.0,2.0,4.543490512868683,208.5
0,29.0,Computer,1.0,9.0,CC,Male,3.0,5.0,Grocery,5.0,Single,9.0,0.0,15.707921714818266,3.0,2.0,3.0,163.0
0,17.0,Mobile Phone,3.0,32.0,CC,Male,4.0,5.0,Fashion,1.0,Married,7.0,0.0,14.0,2.0,2.0,1.0,163.0
1,1.0,Computer,3.0,16.0,E wallet,Female,3.0,4.0,Mobile Phone,1.0,Single,3.0,1.0,15.0,2.0,2.0,3.0,148.0
1,1.0,Mobile Phone,1.0,17.0,Debit Card,Female,3.0,5.0,Mobile Phone,5.0,Single,3.0,0.0,14.0,1.0,2.0,1.0,139.0
0,20.0,Mobile Phone,1.0,15.0,Debit Card,Female,4.0,5.0,Laptop & Accessory,5.0,Married,10.0,1.0,24.0,2.0,2.0,8.0,171.0
1,15.0,Mobile Phone,1.0,11.0,Debit Card,Male,3.0,4.0,Mobile Phone,3.0,Married,11.0,1.0,13.0,1.0,3.0,8.0,150.0
1,1.0,Computer,1.0,31.0,COD,Male,4.0,5.0,Fashion,5.0,Single,3.0,0.0,13.0,2.0,2.0,4.543490512868683,208.5
0,1.0,Mobile Phone,1.0,7.0,CC,Male,3.0,5.0,Mobile Phone,5.0,Married,3.0,0.0,17.0,2.0,2.0,4.0,165.0
0,4.0,Mobile Phone,1.0,27.0,UPI,Male,3.0,4.0,Laptop & Accessory,5.0,Married,2.0,0.0,16.0,1.0,2.0,4.543490512868683,163.0
0,15.0,Mobile Phone,1.0,14.0,COD,Female,3.0,2.0,Mobile Phone,3.0,Married,3.0,0.0,14.0,1.0,2.0,9.0,159.0
0,12.0,Mobile Phone,1.0,24.0,Debit Card,Female,4.0,5.0,Fashion,3.0,Married,2.0,0.0,19.0,2.0,2.0,4.543490512868683,208.5
0,14.0,Mobile Phone,1.0,27.0,COD,Male,4.0,4.0,Fashion,1.0,Married,6.0,0.0,21.0,1.0,2.0,4.543490512868683,163.0
0,1.0,Computer,1.0,15.0,Debit Card,Male,3.0,4.0,Mobile Phone,3.0,Married,3.0,0.0,20.0,2.0,2.0,3.0,171.0
0,29.0,Computer,1.0,9.0,Debit Card,Male,4.0,4.0,Fashion,4.0,Married,5.0,0.0,19.0,1.0,2.0,3.0,163.0
0,2.0,Mobile Phone,1.0,17.0,UPI,Female,3.0,4.0,Laptop & Accessory,3.0,Single,5.0,0.0,14.0,1.0,2.0,8.0,162.0
1,8.0,Mobile Phone,2.0,7.0,CC,Male,4.0,5.0,Fashion,5.0,Married,11.0,0.0,15.0,3.0,2.0,4.543490512868683,163.0
0,7.0,Mobile Phone,1.0,12.0,Debit Card,Male,3.0,5.0,Fashion,1.0,Married,6.0,0.0,16.0,2.0,2.0,3.0,196.0
1,1.0,Mobile Phone,3.0,11.0,COD,Male,3.0,4.0,Fashion,5.0,Single,2.0,1.0,23.0,3.0,2.0,4.543490512868683,208.5
1,1.0,Computer,1.0,36.0,CC,Female,3.0,5.0,Laptop & Accessory,3.0,Single,3.0,0.0,23.0,3.0,2.0,9.0,170.0
0,2.0,Mobile Phone,1.0,22.0,Debit Card,Male,3.0,4.0,Mobile Phone,3.0,Married,3.0,0.0,17.0,1.0,3.0,3.0,147.0
0,8.0,Computer,1.0,10.0,Debit Card,Male,3.0,4.0,Laptop & Accessory,1.0,Single,2.0,0.0,18.0,2.0,2.0,5.0,203.0
0,11.0,Mobile Phone,3.0,17.0,Debit Card,Female,3.0,5.0,Laptop & Accessory,1.0,Married,4.0,1.0,15.0,2.0,2.0,1.0,192.0
1,1.0,Mobile Phone,1.0,11.0,COD,Male,3.0,4.0,Mobile Phone,1.0,Married,3.0,1.0,16.0,1.0,2.0,7.0,162.0
1,1.0,Mobile Phone,1.0,28.0,CC,Male,3.0,4.0,Mobile Phone,3.0,Married,3.0,0.0,21.0,2.0,2.0,1.0,149.0
1,1.0,Mobile Phone,1.0,32.0,CC,Male,3.0,5.0,Mobile Phone,4.0,Single,6.0,1.0,21.0,2.0,3.0,3.0,148.0
0,16.0,Mobile Phone,1.0,9.0,CC,Male,3.0,4.0,Grocery,5.0,Married,2.0,0.0,15.707921714818266,1.0,2.0,8.0,163.0
1,1.0,Computer,1.0,7.0,CC,Male,3.0,5.0,Mobile Phone,4.0,Married,3.0,0.0,16.0,2.0,2.0,1.0,151.0
1,14.0,Computer,3.0,7.0,UPI,Male,3.0,4.0,Laptop & Accessory,3.0,Single,5.0,1.0,15.0,2.0,2.0,1.0,172.0
0,7.0,Computer,3.0,14.0,Debit Card,Female,2.0,4.0,Laptop & Accessory,4.0,Married,2.0,0.0,18.0,1.0,2.0,3.0,168.0
0,8.0,Computer,1.0,10.0,Debit Card,Male,3.0,5.0,Mobile Phone,1.0,Married,5.0,0.0,18.0,1.0,2.0,1.0,155.0
0,22.0,Computer,1.0,7.0,CC,Male,3.0,2.0,Grocery,1.0,Single,4.0,0.0,15.707921714818266,1.0,3.0,2.0,163.0
0,19.0,Computer,3.0,16.0,Debit Card,Female,4.0,5.0,Laptop & Accessory,3.0,Married,3.0,0.0,14.0,1.0,2.0,13.0,181.0
0,26.0,Mobile Phone,1.0,6.0,Debit Card,Male,3.0,4.0,Fashion,4.0,Single,9.0,0.0,20.0,3.0,2.0,4.543490512868683,163.0
0,12.0,Mobile Phone,3.0,17.0,E wallet,Male,4.0,5.0,Fashion,3.0,Married,2.0,1.0,15.0,2.0,3.0,4.543490512868683,208.5
0,3.0,Mobile Phone,1.0,35.0,Debit Card,Female,4.0,4.0,Mobile Phone,1.0,Married,6.0,0.0,23.0,2.0,2.0,8.0,150.0
0,2.0,Mobile Phone,1.0,10.0,CC,Female,4.0,4.0,Fashion,4.0,Married,2.0,0.0,18.0,1.0,2.0,8.0,202.0
0,20.0,Mobile Phone,3.0,10.0,E wallet,Male,3.0,4.0,Grocery,3.0,Married,5.0,0.0,15.707921714818266,1.0,2.0,10.0,163.0
0,12.0,Mobile Phone,3.0,9.0,E wallet,Male,3.0,4.0,Fashion,4.0,Single,9.0,0.0,17.0,2.0,2.0,1.0,199.0
0,17.0,Computer,1.0,34.0,Debit Card,Female,3.0,4.0,Fashion,5.0,Married,10.0,0.0,12.0,2.0,2.0,2.0,163.0
1,3.0,Computer,1.0,9.0,Debit Card,Male,3.0,4.0,Grocery,1.0,Married,9.0,0.0,12.0,1.0,2.0,6.0,163.0
0,14.0,Mobile Phone,1.0,21.0,CC,Male,3.0,5.0,Others,3.0,Single,3.0,0.0,15.707921714818266,1.0,2.0,10.0,163.0
0,1.0,Mobile Phone,1.0,7.0,COD,Female,4.0,5.0,Mobile Phone,4.0,Single,3.0,1.0,12.0,2.0,3.0,3.0,146.0
0,13.0,Computer,1.0,16.0,Debit Card,Male,4.0,4.0,Laptop & Accessory,4.0,Single,11.0,0.0,16.0,2.0,2.0,4.0,193.0
0,10.0,Computer,1.0,25.0,Debit Card,Male,4.0,4.0,Laptop & Accessory,1.0,Single,4.0,0.0,21.0,1.0,2.0,10.0,203.0
0,5.0,Computer,3.0,27.0,Debit Card,Male,4.0,2.0,Mobile Phone,1.0,Married,2.0,0.0,13.0,3.0,3.0,3.0,153.0
0,2.0,Mobile Phone,1.0,9.0,Debit Card,Male,4.0,5.0,Mobile Phone,4.0,Married,2.0,0.0,18.0,1.0,2.0,5.0,157.0
0,9.0,Computer,3.0,18.0,E wallet,Male,3.0,4.0,Laptop & Accessory,1.0,Married,3.0,0.0,12.0,2.0,2.0,3.0,175.0
0,23.0,Mobile Phone,3.0,15.0,COD,Male,3.0,5.0,Grocery,4.0,Married,8.0,0.0,18.0,2.0,2.0,4.0,163.0
0,8.0,Computer,1.0,9.0,Debit Card,Male,4.0,4.0,Laptop & Accessory,3.0,Single,4.0,0.0,12.0,2.0,2.0,3.0,165.0
0,3.0,Computer,1.0,17.0,Debit Card,Female,4.0,4.0,Mobile Phone,4.0,Married,2.0,0.0,15.0,1.0,2.0,2.0,158.0
0,16.0,Mobile Phone,1.0,36.0,CC,Male,3.0,4.0,Laptop & Accessory,1.0,Single,6.0,0.0,20.0,2.0,2.0,1.0,168.0
0,3.0,Mobile Phone,1.0,15.0,CC,Male,4.0,5.0,Laptop & Accessory,1.0,Married,3.0,1.0,16.0,2.0,2.0,3.0,176.0
0,12.0,Mobile Phone,2.0,7.0,UPI,Male,3.0,2.0,Mobile Phone,3.0,Married,3.0,0.0,14.0,1.0,2.0,1.0,153.0
0,2.0,Computer,1.0,13.0,Debit Card,Male,3.0,5.0,Mobile Phone,3.0,Married,3.0,1.0,15.0,2.0,2.0,3.0,152.0
1,1.0,Computer,1.0,15.0,CC,Male,4.0,4.0,Mobile Phone,3.0,Single,3.0,0.0,13.0,2.0,2.0,1.0,144.0
1,1.0,Mobile Phone,3.0,16.0,E wallet,Female,4.0,4.0,Laptop & Accessory,5.0,Single,5.0,1.0,18.0,1.0,2.0,4.0,207.0
0,15.0,Mobile Phone,1.0,19.0,Debit Card,Male,3.0,4.0,Mobile Phone,1.0,Married,5.0,1.0,12.0,2.0,2.0,1.0,173.0
1,1.0,Computer,1.0,22.0,CC,Male,4.0,4.0,Mobile Phone,3.0,Married,3.0,0.0,13.0,2.0,3.0,3.0,151.0
0,11.0,Mobile Phone,1.0,32.0,CC,Female,3.0,5.0,Laptop & Accessory,1.0,Married,9.0,0.0,14.0,2.0,2.0,4.0,182.0
0,1.0,Mobile Phone,1.0,13.0,Debit Card,Male,3.0,5.0,Mobile Phone,3.0,Married,3.0,0.0,14.0,2.0,3.0,3.0,150.0
0,8.0,Mobile Phone,3.0,16.0,Debit Card,Female,4.0,4.0,Laptop & Accessory,3.0,Married,3.0,0.0,21.0,1.0,2.0,4.0,182.0
0,9.0,Mobile Phone,2.0,15.0,COD,Male,4.0,4.0,Mobile Phone,3.0,Single,3.0,0.0,18.0,1.0,2.0,5.0,168.0
1,1.0,Mobile Phone,3.0,30.0,Debit Card,Female,3.0,5.0,Fashion,5.0,Married,3.0,0.0,14.0,2.0,2.0,11.0,198.0
0,14.0,Computer,1.0,16.0,CC,Female,3.0,4.0,Fashion,3.0,Single,11.0,0.0,18.0,2.0,2.0,14.0,163.0
1,6.0,Computer,3.0,19.0,Debit Card,Male,3.0,4.0,Grocery,5.0,Single,2.0,1.0,13.0,1.0,2.0,4.0,163.0
0,16.0,Mobile Phone,3.0,11.0,E wallet,Male,3.0,4.0,Laptop & Accessory,5.0,Single,9.0,0.0,14.0,2.0,2.0,6.0,177.0
0,9.0,Mobile Phone,1.0,7.0,CC,Male,3.0,5.0,Mobile Phone,3.0,Married,8.0,0.0,13.0,2.0,2.0,8.0,148.0
0,1.0,Mobile Phone,1.0,31.0,CC,Male,3.0,4.0,Mobile Phone,4.0,Single,10.0,0.0,23.0,1.0,2.0,3.0,161.0
1,1.0,Mobile Phone,1.0,19.0,Debit Card,Female,4.0,4.0,Mobile Phone,1.0,Married,3.0,1.0,12.0,2.0,2.0,1.0,150.0
0,1.0,Mobile Phone,1.0,10.0,CC,Male,3.0,2.0,Mobile Phone,1.0,Married,3.0,0.0,23.0,2.0,2.0,8.0,169.0
0,4.0,Mobile Phone,3.0,17.0,E wallet,Male,4.0,5.0,Laptop & Accessory,3.0,Married,3.0,0.0,19.0,1.0,2.0,5.0,191.0
0,14.0,Computer,1.0,33.0,CC,Female,4.0,5.0,Laptop & Accessory,1.0,Married,5.0,1.0,14.0,1.0,2.0,1.0,169.0
0,9.0,Mobile Phone,1.0,9.0,Debit Card,Male,3.0,5.0,Fashion,4.0,Married,4.0,0.0,19.0,3.0,2.0,4.543490512868683,163.0
0,8.0,Computer,1.0,8.0,CC,Male,4.0,5.0,Laptop & Accessory,5.0,Single,2.0,0.0,21.0,1.0,2.0,10.0,178.0
0,9.0,Computer,1.0,11.0,UPI,Male,3.0,5.0,Mobile Phone,1.0,Married,3.0,0.0,14.0,2.0,3.0,3.0,149.0
1,7.0,Mobile Phone,3.0,16.0,E wallet,Female,3.0,4.0,Laptop & Accessory,3.0,Single,10.0,0.0,14.0,1.0,2.0,4.0,178.0
0,6.0,Computer,3.0,9.0,Debit Card,Female,4.0,4.0,Mobile Phone,5.0,Married,3.0,0.0,13.0,2.0,2.0,1.0,153.0
0,30.0,Mobile Phone,1.0,11.0,COD,Female,4.0,4.0,Others,5.0,Married,6.0,0.0,14.0,1.0,2.0,3.0,163.0
0,3.0,Mobile Phone,1.0,13.0,CC,Female,3.0,4.0,Mobile Phone,1.0,Married,3.0,0.0,14.0,1.0,2.0,9.0,156.0
0,1.0,Mobile Phone,1.0,16.0,Debit Card,Male,3.0,4.0,Mobile Phone,5.0,Single,3.0,0.0,15.0,1.0,2.0,1.0,151.0
0,19.0,Mobile Phone,1.0,14.0,CC,Female,3.0,4.0,Mobile Phone,3.0,Married,6.0,1.0,20.0,1.0,2.0,3.0,170.0
0,11.0,Mobile Phone,1.0,8.0,Debit Card,Female,3.0,5.0,Laptop & Accessory,1.0,Married,3.0,0.0,14.0,1.0,2.0,12.0,190.0
0,1.0,Mobile Phone,1.0,6.0,Debit Card,Male,3.0,5.0,Mobile Phone,3.0,Single,3.0,0.0,13.0,1.0,2.0,3.0,155.0
1,8.0,Mobile Phone,1.0,17.0,Debit Card,Male,4.0,4.0,Mobile Phone,3.0,Single,3.0,1.0,12.0,2.0,2.0,3.0,154.0
0,27.0,Mobile Phone,1.0,14.0,CC,Female,3.0,4.0,Others,3.0,Married,5.0,0.0,15.707921714818266,1.0,2.0,8.0,163.0
0,3.0,Mobile Phone,1.0,22.0,Debit Card,Female,4.0,4.0,Mobile Phone,1.0,Married,2.0,1.0,19.0,2.0,2.0,4.0,147.0
1,1.0,Computer,1.0,10.0,Debit Card,Male,3.0,5.0,Mobile Phone,1.0,Married,2.0,1.0,12.0,1.0,2.0,1.0,154.0
0,20.0,Mobile Phone,3.0,9.0,E wallet,Female,4.0,4.0,Grocery,5.0,Married,10.0,0.0,15.707921714818266,1.0,2.0,10.0,163.0
0,18.0,Computer,1.0,24.0,Debit Card,Male,4.0,4.0,Mobile Phone,3.0,Single,4.0,0.0,14.0,2.0,2.0,1.0,148.0
0,7.0,Mobile Phone,2.0,9.0,UPI,Male,4.0,4.0,Mobile Phone,3.0,Married,3.0,0.0,14.0,2.0,2.0,5.0,161.0
1,5.0,Computer,1.0,12.0,Debit Card,Male,4.0,5.0,Mobile Phone,5.0,Married,8.0,0.0,18.0,1.0,2.0,1.0,146.0
0,4.0,Mobile Phone,3.0,36.0,Debit Card,Male,4.0,4.0,Laptop & Accessory,5.0,Married,10.0,0.0,20.0,2.0,2.0,4.0,166.0
0,14.0,Computer,3.0,9.0,CC,Male,4.0,4.0,Laptop & Accessory,4.0,Married,7.0,0.0,13.0,2.0,2.0,1.0,168.0
0,24.0,Computer,1.0,9.0,CC,Female,2.0,4.0,Grocery,5.0,Married,4.0,0.0,15.707921714818266,1.0,3.0,3.0,163.0
0,2.0,Mobile Phone,1.0,26.0,CC,Male,4.0,5.0,Mobile Phone,5.0,Married,3.0,0.0,13.0,2.0,2.0,4.0,157.0
0,20.0,Mobile Phone,1.0,22.0,Debit Card,Male,3.0,4.0,Others,4.0,Married,7.0,0.0,15.707921714818266,2.0,2.0,4.0,163.0
0,9.0,Mobile Phone,3.0,24.0,Debit Card,Male,4.0,4.0,Laptop & Accessory,5.0,Married,5.0,1.0,16.0,1.0,2.0,4.543490512868683,208.5
1,1.0,Mobile Phone,1.0,24.0,Debit Card,Female,4.0,4.0,Mobile Phone,4.0,Married,3.0,0.0,14.0,2.0,2.0,1.0,147.0
0,7.0,Computer,3.0,32.0,CC,Female,3.0,4.0,Laptop & Accessory,3.0,Married,3.0,0.0,13.0,1.0,2.0,2.0,170.0
0,10.0,Mobile Phone,1.0,13.0,Debit Card,Male,3.0,4.0,Mobile Phone,3.0,Married,3.0,0.0,15.0,2.0,2.0,8.0,152.0
0,4.0,Mobile Phone,1.0,14.0,Debit Card,Male,3.0,4.0,Laptop & Accessory,3.0,Married,3.0,0.0,14.0,1.0,2.0,10.0,160.0
0,18.0,Mobile Phone,1.0,36.0,UPI,Male,3.0,4.0,Laptop & Accessory,1.0,Single,3.0,0.0,15.0,1.0,2.0,4.0,170.0
0,1.0,Mobile Phone,3.0,28.0,E wallet,Male,3.0,2.0,Mobile Phone,1.0,Single,3.0,0.0,18.0,3.0,3.0,3.0,152.0
0,20.0,Mobile Phone,1.0,9.0,COD,Male,3.0,4.0,Laptop & Accessory,1.0,Married,4.0,0.0,12.0,1.0,2.0,5.0,199.0
0,16.0,Computer,2.0,9.0,CC,Male,4.0,2.0,Laptop & Accessory,5.0,Married,9.0,0.0,17.0,2.0,2.0,4.0,188.0
0,31.0,Mobile Phone,3.0,14.0,E wallet,Male,3.0,2.0,Laptop & Accessory,1.0,Married,2.0,1.0,19.0,1.0,2.0,10.0,177.0
0,6.0,Computer,1.0,20.0,UPI,Female,4.0,5.0,Mobile Phone,4.0,Married,3.0,0.0,21.0,3.0,3.0,3.0,159.0
0,6.0,Computer,1.0,9.0,Debit Card,Female,3.0,4.0,Laptop & Accessory,3.0,Single,6.0,1.0,15.0,2.0,2.0,8.0,175.0
0,10.0,Mobile Phone,1.0,8.0,COD,Female,4.0,4.0,Fashion,5.0,Married,4.0,1.0,22.0,1.0,2.0,4.543490512868683,163.0
0,7.0,Mobile Phone,1.0,16.0,CC,Male,3.0,4.0,Mobile Phone,1.0,Married,2.0,0.0,14.0,1.0,2.0,11.0,153.0
0,14.0,Mobile Phone,3.0,17.0,COD,Female,3.0,5.0,Laptop & Accessory,4.0,Married,9.0,0.0,13.0,2.0,2.0,4.0,194.0
0,1.0,Mobile Phone,3.0,17.0,Debit Card,Male,3.0,4.0,Laptop & Accessory,1.0,Single,2.0,0.0,15.0,2.0,2.0,2.0,175.0
0,4.0,Mobile Phone,1.0,8.0,CC,Male,4.0,4.0,Mobile Phone,4.0,Married,2.0,1.0,22.0,1.0,2.0,8.0,161.0
0,16.0,Computer,1.0,33.0,CC,Female,3.0,4.0,Fashion,5.0,Married,5.0,1.0,18.0,1.0,2.0,1.0,163.0
0,9.0,Computer,3.0,15.0,E wallet,Female,4.0,5.0,Fashion,1.0,Married,6.0,1.0,12.0,1.0,2.0,4.543490512868683,163.0
0,1.0,Mobile Phone,1.0,21.0,Debit Card,Male,3.0,4.0,Mobile Phone,5.0,Married,3.0,1.0,15.0,1.0,2.0,9.0,147.0
0,28.0,Computer,1.0,8.0,Debit Card,Female,3.0,4.0,Fashion,3.0,Married,9.0,0.0,18.0,1.0,2.0,4.543490512868683,163.0
0,18.0,Mobile Phone,1.0,9.0,Debit Card,Female,4.0,2.0,Mobile Phone,1.0,Married,3.0,0.0,14.0,2.0,2.0,8.0,145.0
1,1.0,Computer,1.0,17.0,CC,Female,4.0,5.0,Mobile Phone,4.0,Single,3.0,1.0,15.0,1.0,2.0,1.0,144.0
0,3.0,Mobile Phone,1.0,8.0,Debit Card,Female,4.0,4.0,Mobile Phone,1.0,Married,3.0,0.0,16.0,2.0,2.0,3.0,163.0
0,28.0,Mobile Phone,1.0,10.0,Debit Card,Male,3.0,4.0,Grocery,1.0,Married,5.0,0.0,15.707921714818266,1.0,2.0,10.0,163.0
0,5.0,Mobile Phone,1.0,18.0,CC,Male,4.0,4.0,Laptop & Accessory,5.0,Married,3.0,1.0,13.0,2.0,2.0,2.0,193.0
0,5.0,Mobile Phone,1.0,31.0,CC,Female,4.0,5.0,Laptop & Accessory,5.0,Single,3.0,0.0,20.0,2.0,2.0,9.0,193.0
0,31.0,Mobile Phone,3.0,10.0,Debit Card,Female,3.0,5.0,Laptop & Accessory,1.0,Single,7.0,0.0,18.0,1.0,2.0,6.0,177.0
0,17.0,Mobile Phone,1.0,10.0,Debit Card,Male,4.0,4.0,Others,1.0,Married,5.0,0.0,15.707921714818266,2.0,2.0,8.0,163.0
